,Title,Views,Upload Date and Time,Video Link,Thumbnail Image
316,5 Coding Myths that You Must Know! | GeeksforGeeks,1.7K views,2 years ago,https://www.youtube.com/watch?v=zjKQXCJHy0Y,https://i.ytimg.com/vi/zjKQXCJHy0Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDY9k1N8_42Kw-Xt_IQZI6tGdspxA
317,"Geeks Premier League | Write, Learn & Earn With GeeksforGeeks",855 views,2 years ago,https://www.youtube.com/watch?v=4P17Dla9BLs,https://i.ytimg.com/vi/4P17Dla9BLs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHG5PLBb_CzUF_AzHRCNjbihXxDQ
318,Code India Code | Biggest Coding Contest Ever By GeeksforGeeks,1.5K views,2 years ago,https://www.youtube.com/watch?v=jfMrDycpE7w,https://i.ytimg.com/vi/jfMrDycpE7w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAzCqWpJ5o7Nunp-UX1keMd0bgs_A
319,Bi-Wizard 2.0 | Coding Contest For School Students | GeeksforGeeks,16K views,2 years ago,https://www.youtube.com/watch?v=SnogQvL4DUw,https://i.ytimg.com/vi/SnogQvL4DUw/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_IB4oKTAP&rs=AOn4CLBTrc0hnlA6GN3yL4WGz77l0mbnXw
320,GATE CS All-India Scholarship Test | GeeksforGeeks,34K views,2 years ago,https://www.youtube.com/watch?v=lQwp_5Hi76Q,https://i.ytimg.com/vi/lQwp_5Hi76Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDp_ZLuwIHqb-qKDj5nASz1RF5RRQ
321,Doubt Support Program | First Time Offer | GeeksforGeeks,3.7K views,2 years ago,https://www.youtube.com/watch?v=hGpGwvCYsKQ,https://i.ytimg.com/vi/hGpGwvCYsKQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAf9oMNuZoJf9repA2ST3AhOMA-1Q
322,Job-A-Thon | Monthly Hiring Challenges | GeeksforGeeks,21K views,2 years ago,https://www.youtube.com/watch?v=GQvHxwnnV5A,https://i.ytimg.com/vi/GQvHxwnnV5A/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARg_IEwocjAP&rs=AOn4CLC1SRBotKwKy_P0FDV0WcPZaJt4aQ
323,"GATE Batch 2023 | Launching March, 21 | Register Now",2K views,2 years ago,https://www.youtube.com/watch?v=ripxSckhlAU,https://i.ytimg.com/vi/ripxSckhlAU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAiITLzBp2DGNR467FaCXYwVpcXIQ
324,GATE CS All India Mock- 3 | GeeksforGeeks,6.8K views,2 years ago,https://www.youtube.com/watch?v=4vEDkpmwX1E,https://i.ytimg.com/vi/4vEDkpmwX1E/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIEYoPjAP&rs=AOn4CLDGsv6lzkQcdaXCP_QuHRc_dsGlpg
325,Bi-Wizard School Coding Contest | GeeksforGeeks School,2.5K views,2 years ago,https://www.youtube.com/watch?v=E5EHtZRa5w0,https://i.ytimg.com/vi/E5EHtZRa5w0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhyIGUoIDAP&rs=AOn4CLAvEzuloHgiZXYsoDzQIFw0oO2hXQ
326,Job-A-Thon 5 | GeeksforGeeks,1K views,2 years ago,https://www.youtube.com/watch?v=JZMSCu86N9M,https://i.ytimg.com/vi/JZMSCu86N9M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3odJalTJtHPYo0_Wz_tZy0gV8kA
327,Algo Geek- DSA Writing Contest | GeeksforGeeks,1.1K views,2 years ago,https://www.youtube.com/watch?v=RTwOPh1ni8Q,https://i.ytimg.com/vi/RTwOPh1ni8Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGOjVd5XnKwhc5TrApGbkKPVSE_Q
328,Job-A-Thon 5 | Hiring Challenge By GeeksforGeeks,1.2K views,2 years ago,https://www.youtube.com/watch?v=r2btDFbkzqo,https://i.ytimg.com/vi/r2btDFbkzqo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDB4rETJIo-lC2IQ4LeoKvyKOgwEg
329,GATE Capsule DAY-3 | Sakshi Singhal | GeeksforGeeks,769 views,2 years ago,https://www.youtube.com/watch?v=Bjed-kudYkU,https://i.ytimg.com/vi/Bjed-kudYkU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-Fg-sNyV2JJaRXNtWkOIWsGt0Cw
330,GATE CS All India Mock- 2 | GeeksforGeeks,2.9K views,2 years ago,https://www.youtube.com/watch?v=N7yfCj_Xl08,https://i.ytimg.com/vi/N7yfCj_Xl08/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6ZuROHNnxaTwYY0BnktS3592rIg
331,GATE Capsule Day-2 | Mukesh Kumar | GeeksforGeeks,551 views,2 years ago,https://www.youtube.com/watch?v=OOztpb3-JEg,https://i.ytimg.com/vi/OOztpb3-JEg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPr42Aa7bX85paIV0tMTEb0qNR-g
332,GATE Capsule DAY-1 | Mukesh Kumar | GeeksforGeeks,1.1K views,2 years ago,https://www.youtube.com/watch?v=DIW2ZITcONk,https://i.ytimg.com/vi/DIW2ZITcONk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDEdpK8eEnzZSKzK64VnzygFZDA0A
333,Resolution Days 2022 | GeeksforGeeks,6K views,2 years ago,https://www.youtube.com/watch?v=1j1HMMaNO3o,https://i.ytimg.com/vi/1j1HMMaNO3o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMka2GZtYAI1gXLXJZ4cC-eeUYdA
334,Hear What Our Geeks Have To Say | GeeksforGeeks,1.2K views,2 years ago,https://www.youtube.com/watch?v=RJ5vVADCwV4,https://i.ytimg.com/vi/RJ5vVADCwV4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBEXXgw5TcKsz53oPoBBmvL86wzXw
335,Doubt Support Program | GeeksforGeeks,4.4K views,2 years ago,https://www.youtube.com/watch?v=jqHZr1J5qw8,https://i.ytimg.com/vi/jqHZr1J5qw8/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARg6IGUoRjAP&rs=AOn4CLCnpb1Tc2LhW9v_8QiMEfnzAIKiqw
336,GATE All India Mock (AIM-1) | GATE CS 2022 | GeeksforGeeks,1.2K views,2 years ago,https://www.youtube.com/watch?v=l5341a--USk,https://i.ytimg.com/vi/l5341a--USk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDF0Dmo-IFhVqrZkfoOXHCRzBYLwA
337,Job-A-Thon 3 | GeeksforGeeks,790 views,2 years ago,https://www.youtube.com/watch?v=SS0BrVYTjzk,https://i.ytimg.com/vi/SS0BrVYTjzk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsyTrzJwx21eGDHyvjhSW62y8OOA
338,Get Hired With GeeksforGeeks And Win Exciting Rewards!,1.3K views,2 years ago,https://www.youtube.com/watch?v=qYCysykQCbY,https://i.ytimg.com/vi/qYCysykQCbY/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARhlIGUoZTAP&rs=AOn4CLD_aEvQ_rVfcGixntWEps0_Hwth8Q
339,Introduction To Python | GeeksforGeeks,9.9K views,2 years ago,https://www.youtube.com/watch?v=OdgxYFtIYEA,https://i.ytimg.com/vi/OdgxYFtIYEA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCR40VRnnKClDavK4mF5CkVexXFnA
340,Learning To Code Made Affordable | GeeksforGeeks ft. Aparshakti Khurana,79K views,2 years ago,https://www.youtube.com/watch?v=uPV_mPZWO8c,https://i.ytimg.com/vi/uPV_mPZWO8c/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARg4IGUoYzAP&rs=AOn4CLB2Y4xbYVvKLe9xvLLPDrdxP-W25g
341,Podcast Highlights || Google Interview Preparation,2.4K views,2 years ago,https://www.youtube.com/watch?v=-Y0RGJs3MqQ,https://i.ytimg.com/vi/-Y0RGJs3MqQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARgnIGUoMTAP&rs=AOn4CLAYo44EUtAPsqjgVkCMJLzQqdmiCQ
342,Start Your Coding Journey With Us | GeeksforGeeks ft. Aparshakti Khurana,168K views,2 years ago,https://www.youtube.com/watch?v=fjcvOLp5HYc,https://i.ytimg.com/vi/fjcvOLp5HYc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhjIGUoRjAP&rs=AOn4CLBhQ4FemFWuzAuxVTWKmxvl1TLxyQ
343,Geek Week 2021 | Biggest Festival For Programmers Is Back | GeeksforGeeks,22K views,2 years ago,https://www.youtube.com/watch?v=KUZwvy3UwW4,https://i.ytimg.com/vi/KUZwvy3UwW4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlHvg8e6bfKrDZlvE3iBMMZyj-5g
344,Spoiler Alert- They don't want you to know this!,1.6K views,2 years ago,https://www.youtube.com/watch?v=nw3TXEmkTFQ,https://i.ytimg.com/vi/nw3TXEmkTFQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxpciVfW-F5sFQV5A-T4QglJfXyQ
345,DSA Live Course | For Working Professionals | GeeksforGeeks,32K views,2 years ago,https://www.youtube.com/watch?v=gaNp9i6rQHc,https://i.ytimg.com/vi/gaNp9i6rQHc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFEoQDAP&rs=AOn4CLBzRr6x4joOetZj1cTpcWSLsGls5A
346,True Geek Tournament | GeeksforGeeks,1.7K views,2 years ago,https://www.youtube.com/watch?v=oyviTGF-pcw,https://i.ytimg.com/vi/oyviTGF-pcw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfCeQN0yJVyQeT_HkOkzJnJBbxdw
347,5 Most Effective Tips to Ace Your First Internship | GeeksforGeeks,2.4K views,2 years ago,https://www.youtube.com/watch?v=qvOzWmCak3Q,https://i.ytimg.com/vi/qvOzWmCak3Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-a30JWRVOzg-XaYFdk3ZYoq10JQ
348,Breaking the Stereotype | Tier3 College Student with 6 Big Offers,1.9K views,2 years ago,https://www.youtube.com/watch?v=J65Jfa8Zrgo,https://i.ytimg.com/vi/J65Jfa8Zrgo/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIGUoZTAP&rs=AOn4CLARw1z1XaBVWca5-OjFhsxjaJdVqQ
349,How to Implement Dark and Light Mode in Flutter Application? | GeeksforGeeks,8.1K views,2 years ago,https://www.youtube.com/watch?v=m9p7m32tyDs,https://i.ytimg.com/vi/m9p7m32tyDs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGGbrKQHXV7wcy7DQg5UiQbiuwjA
350,Job-A-Thon | Hiring Challenge By GeeksforGeeks,4.4K views,2 years ago,https://www.youtube.com/watch?v=6V2esYVepCE,https://i.ytimg.com/vi/6V2esYVepCE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCHoMlcqXuGaYf3zkh5DBR3Dv0VQ
351,What is Image Processing in Computer Graphics? | GeeksforGeeks,20K views,2 years ago,https://www.youtube.com/watch?v=cX3sUE8U3nc,https://i.ytimg.com/vi/cX3sUE8U3nc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-YlSrjt8Aw6eHnwisFamga4pCRA
352,How to Connect Python With MySQL DataBase? | GeeksforGeeks,7.5K views,2 years ago,https://www.youtube.com/watch?v=tLzr727qA98,https://i.ytimg.com/vi/tLzr727qA98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4zK7HWuH-mCOmglmM_QaTYCunfw
353,How to Change an App Icon in Flutter? | GeeksforGeeks,9.2K views,2 years ago,https://www.youtube.com/watch?v=H8Zz2jGIQYg,https://i.ytimg.com/vi/H8Zz2jGIQYg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAnrM_BGoW3tIGxVMGnKKUj56-4OA
354,Numpy Tutorial for Beginners | Learn Python From Scratch | GeeksforGeeks Python,1.2K views,2 years ago,https://www.youtube.com/watch?v=227ySRKyp4o,https://i.ytimg.com/vi/227ySRKyp4o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJpR39YcLMqs8SkDXAJ5T0fYtUDA
355,Generating Word Cloud in Python | GeeksforGeeks,13K views,2 years ago,https://www.youtube.com/watch?v=o7NFZ78CH-0,https://i.ytimg.com/vi/o7NFZ78CH-0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtqRQ1hnkmj3SypkWwtoomR1BF-w
356,The Geek Song Ft. Gaurav Madaan | Happy Programmers' Day | GeeksforGeeks,2.6K views,2 years ago,https://www.youtube.com/watch?v=5pF1zOr3zl0,https://i.ytimg.com/vi/5pF1zOr3zl0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXgYYgt2M_cCcJ1PGZ7_ab5TuNxQ
357,Create a Perfect Portfolio as a Content Writer | GeeksforGeeks,42K views,2 years ago,https://www.youtube.com/watch?v=VkWYOc3IY_k,https://i.ytimg.com/vi/VkWYOc3IY_k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxD1D8kIs8lYpQf4lLxXVdeGL-aw
358,Ready to Become an Elite Geek? Last Day Left To Register | GeeksforGeeks Elite Batch,1.5K views,2 years ago,https://www.youtube.com/watch?v=duw5sHw1z0o,https://i.ytimg.com/vi/duw5sHw1z0o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3KSyim3dG8bsNiQGI27dy_wL2qw
359,Image Resolution and PPI in Computer Graphics | GeeksforGeeks,2.9K views,2 years ago,https://www.youtube.com/watch?v=9gNIy-wE-tM,https://i.ytimg.com/vi/9gNIy-wE-tM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQrAcNXNFbCOte3WTVaoz_ejqyWQ
360,How to Make a Floating Window Application in Android? | GeeksforGeeks,25K views,2 years ago,https://www.youtube.com/watch?v=ATUmOAN_q6A,https://i.ytimg.com/vi/ATUmOAN_q6A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCaODsV1XGASp2XbXhCPDqB96sH3Q
361,"GeeksforGeeks Elite Batch | Learn, Intern and Earn with GeeksforGeeks |  Become an Elite Geek Today!",2K views,2 years ago,https://www.youtube.com/watch?v=XfQ0uXO6tAE,https://i.ytimg.com/vi/XfQ0uXO6tAE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkCGAxehx3QTSqwAtoZ7j9wYoIsQ
362,Problem Of The Day | Daily Coding Problems | GeeksforGeeks,30K views,2 years ago,https://www.youtube.com/watch?v=4K3ypxQENo0,https://i.ytimg.com/vi/4K3ypxQENo0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPRWmH-xrVSgJe-6WXX25Dff0zCA
363,Walkthrough/Onboarding Screen in Android Studio | GeeksforGeeks,11K views,2 years ago,https://www.youtube.com/watch?v=0EnVUZhYNEI,https://i.ytimg.com/vi/0EnVUZhYNEI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBenlHfGqUnR4GFaaDggN8iHhdlbw
364,How to Resolve could not find or load main class Error in Java? | GeeksforGeeks,164K views,2 years ago,https://www.youtube.com/watch?v=WluDpaMqyJA,https://i.ytimg.com/vi/WluDpaMqyJA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBNEm_XDlPjbgtYzwpwh-9UWef03A
365,Automate Google Search using Python Selenium | GeeksforGeeks,25K views,2 years ago,https://www.youtube.com/watch?v=40RKnm59w5U,https://i.ytimg.com/vi/40RKnm59w5U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBWdAPi0FSW2dsbY1yK8hAk3m6oNw
366,How to Build Brick Breaker Game using Java? | GeeksforGeeks,28K views,2 years ago,https://www.youtube.com/watch?v=KED9ZTO4mhg,https://i.ytimg.com/vi/KED9ZTO4mhg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCIr5GnUf_1lyomoCf4hgbicIXgsw
367,Introduction to Dynamic Programming | Free Live Classes | GeeksforGeeks C/CPP,2.2K views,2 years ago,https://www.youtube.com/watch?v=RJsbAH9SpCE,https://i.ytimg.com/vi/RJsbAH9SpCE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAln5YlTMd924ZyGIrP86sm_OQuLA
368,Introduction to Compiler Design | GATE CSE Preparation | GeeksforGeeks,673 views,2 years ago,https://www.youtube.com/watch?v=8AzpYFJ3WxU,https://i.ytimg.com/vi/8AzpYFJ3WxU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0oA2zT7JVbjyS7vNFQZrNs4I_wA
369,Android Push Notification Using Firebase Cloud Messaging in Kotlin | GeeksforGeeks,105K views,2 years ago,https://www.youtube.com/watch?v=2xoJi-ZHmNI,https://i.ytimg.com/vi/2xoJi-ZHmNI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJ-vIElr87w7G-a_35OQMa1uQ6vQ
370,Theory Of Computation | GATE Computer Science Preparation 2022 | GeeksforGeeks,1.1K views,2 years ago,https://www.youtube.com/watch?v=zG748Aa9AZY,https://i.ytimg.com/vi/zG748Aa9AZY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEQ1zHDX7R7oRYDD-rWQplp--6rQ
371,Flutter vs React Native | GeeksforGeeks,22K views,2 years ago,https://www.youtube.com/watch?v=uhxrLGLU88U,https://i.ytimg.com/vi/uhxrLGLU88U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnAfPgkLMYdHRXhQfmN0a1zvDGjQ
372,How to Build a Weather App in Python? | GeeksforGeeks,23K views,2 years ago,https://www.youtube.com/watch?v=3w0XfBU2ufw,https://i.ytimg.com/vi/3w0XfBU2ufw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBf9Ve1vzyBW9HPM85Exq2OG_9OEA
373,Learn React and Django | Become a Full-Stack Master | GeeksforGeeks,1.3K views,2 years ago,https://www.youtube.com/watch?v=QS8xU4TqnQE,https://i.ytimg.com/vi/QS8xU4TqnQE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpVW_mOxuafksKLQTkDizVGoQWNg
374,Creating Chatting Application in Android Studio Using Kotlin | GeeksforGeeks,299K views,2 years ago,https://www.youtube.com/watch?v=8Pv96bvBJL4,https://i.ytimg.com/vi/8Pv96bvBJL4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxczdh24sRSH4e2hztFpq0Q7Qkhg
375,Blogathon 2021 - One Day To Go | Starting 25th August 2021,1.1K views,2 years ago,https://www.youtube.com/watch?v=f_w_wCSiRS0,https://i.ytimg.com/vi/f_w_wCSiRS0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBITttFT3Y5qvLnQeVoVpmd0551WQ
376,Time to become an Elite Geek | GeeksforGeeks Elite Batch | GeeksforGeeks,2.9K views,2 years ago,https://www.youtube.com/watch?v=ccqK6M0YL-E,https://i.ytimg.com/vi/ccqK6M0YL-E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBz6VqY5CpxEsKFZ8tMQWLIii-k3A
377,How to Convert Any Website to Android App in Android Studio? | GeeksforGeeks,63K views,2 years ago,https://www.youtube.com/watch?v=PYFJi4SlgMk,https://i.ytimg.com/vi/PYFJi4SlgMk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLButS56vq7XmkmMfl8BeU2Z0e1DWg
378,Learn React and NodeJS | Become a Full- Stack Developer | GeeksforGeeks,2.6K views,2 years ago,https://www.youtube.com/watch?v=6tO4x_ZKMYQ,https://i.ytimg.com/vi/6tO4x_ZKMYQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDi7IPe9vz-KtFELei4fKMX2cWmwA
379,Blogathon 2021 - Write From Home Contest By GeeksforGeeks | Starting 25-Aug-2021,2.5K views,2 years ago,https://www.youtube.com/watch?v=W1GQrzR3jfs,https://i.ytimg.com/vi/W1GQrzR3jfs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKUwUytCb75andziSW9Tvg9W2Tng
380,Python vs R - Which One is Best For ML and Data Science? | GeeksforGeeks,3.8K views,2 years ago,https://www.youtube.com/watch?v=5YYdFsvtDoM,https://i.ytimg.com/vi/5YYdFsvtDoM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD03WNe6pwZrYyAr95xV5Q3XcirRQ
381,Build a Simple Note Android App using MVVM and Room Database in Kotlin | GeeksforGeeks,50K views,2 years ago,https://www.youtube.com/watch?v=D2F5t-phP04,https://i.ytimg.com/vi/D2F5t-phP04/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbqdZoM3dETRrPDU3kDpn-ntUVNA
382,How to Make a Quiz Application Using Java? | Java Project | GeeksforGeeks,52K views,2 years ago,https://www.youtube.com/watch?v=utC-8xeEQQA,https://i.ytimg.com/vi/utC-8xeEQQA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXMelv0NiJg9dXYfX_PadwANCzGQ
383,How to Build an Application Like Google Lens in Android? | GeeksforGeeks,21K views,2 years ago,https://www.youtube.com/watch?v=MipQpe-C0l0,https://i.ytimg.com/vi/MipQpe-C0l0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBWlWjhyI_XTHuKury1fXL0h-hFdA
384,Build a Simple Notepad Application using Java | Java Projects | GeeksforGeeks,30K views,2 years ago,https://www.youtube.com/watch?v=6xrSJ1-5G8w,https://i.ytimg.com/vi/6xrSJ1-5G8w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBz_NHI2x_cNIhiSa5uJpfvj1BOHg
385,User Authentication and CRUD Operation with Firebase Realtime Database in Android | GeeksforGeeks,59K views,2 years ago,https://www.youtube.com/watch?v=-Gvpf8tXpbc,https://i.ytimg.com/vi/-Gvpf8tXpbc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAtgcGm4s2aOCndMXTNuTA2GY2pMQ
386,Spelling Checker Program Using Python Tkinter | GeeksforGeeks,10K views,2 years ago,https://www.youtube.com/watch?v=-9Y9XXE8seA,https://i.ytimg.com/vi/-9Y9XXE8seA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDqi-zH35DUb_kxEnNtJyqH0Qr0Yw
